0,2,4,11,67,71,191023,0,0,0,0
0,2,4,12,67,76,149140,0,0,0,0
0,2,4,11,67,78,131185,0,0,0,0
0,2,4,12,67,70,185893,0,0,0,0
0,2,4,12,67,70,70563,12,0,0,0
0,2,4,12,67,78,118576,0,0,0,0
0,2,4,14,67,76,123464,0,6671,0,0
0,2,4,12,67,77,122837,0,0,0,0
0,1,4,11,132,82,1084099,0,285,0,0
0,2,4,14,67,80,143336,0,16502,0,0
0,2,4,12,67,93,164224,0,0,0,0
0,2,4,12,67,88,112015,0,0,0,0
0,2,4,12,67,73,134312,0,0,0,0
0,2,4,12,67,92,106103,0,0,0,0
0,2,4,12,67,68,212488,0,0,0,0
0,2,4,13,67,82,197878,0,0,0,0
0,2,4,14,67,70,101559,0,5234,0,0
0,1,4,12,132,73,68943,0,5692,0,0
0,2,4,11,67,80,138472,0,0,0,0
0,2,4,11,67,75,90944,0,0,0,0
0,2,4,11,67,81,193367,0,0,0,0
0,2,4,12,67,73,98101,0,0,0,0
0,2,4,11,67,82,148845,0,0,0,0
0,2,4,11,67,71,149951,0,0,0,0
0,2,4,12,67,68,159337,0,0,0,0
0,2,4,11,67,76,129575,0,0,0,0
0,2,4,12,67,77,141001,0,0,0,0
0,2,4,14,67,72,114633,0,7305,0,0
0,2,4,12,67,79,146574,0,0,0,0
0,2,4,12,67,71,174212,0,0,0,0
0,1,4,11,132,64,729464,0,5422,0,0
0,2,4,11,67,70,200588,0,0,0,0
0,2,4,12,67,79,98848,0,0,0,0
0,2,4,11,67,69,164316,0,0,0,0
0,2,4,12,67,78,126788,0,0,0,0
0,2,4,11,67,77,124941,0,0,0,0
0,2,4,12,67,74,125809,0,0,0,0
0,2,4,12,67,75,124063,0,0,0,0
0,1,4,12,132,76,65863,0,4618,0,0
0,2,4,12,67,74,152509,0,0,0,0
0,2,4,11,67,77,183482,0,0,0,0
0,2,4,13,67,79,85214,12,0,0,0
0,2,4,11,67,89,84582,0,0,0,0
0,2,4,11,67,78,131659,0,0,0,0
0,2,4,11,67,75,150123,0,0,0,0
0,2,4,12,67,78,160550,0,0,0,0
0,2,4,12,67,73,122937,0,0,0,0
0,2,4,14,67,74,254186,0,5099,0,0
0,2,4,11,67,75,130040,0,0,0,0
0,2,4,11,67,83,112595,0,0,0,0
0,1,4,11,132,76,555938,0,285,0,0
0,2,4,14,67,74,143889,0,7159,0,0
0,2,4,11,67,81,129464,0,0,0,0
0,2,4,12,67,80,112465,0,0,0,0
0,2,4,13,67,88,93078,12,0,0,0
0,2,4,11,67,73,91756,0,0,0,0
0,2,4,14,67,74,156017,0,8168,0,0
0,2,4,12,67,78,105329,0,0,0,0
0,2,4,12,67,77,91820,0,0,0,0
0,2,4,11,67,74,107301,0,0,0,0
0,2,4,13,67,84,124102,12,0,0,0
0,2,4,13,67,77,146123,12,0,0,0
0,2,4,11,67,73,74473,0,0,0,0
0,2,4,11,67,72,105251,0,0,0,0
0,2,4,12,67,82,141956,30,0,0,0
0,2,4,12,67,72,115195,0,2940,0,0
0,2,4,11,67,80,126562,0,0,0,0
0,2,4,11,67,70,104160,0,0,0,0
0,2,4,11,67,85,128770,0,0,0,0
0,2,4,12,67,83,173682,0,0,0,0
0,2,4,11,67,79,96950,0,0,0,0
0,2,4,13,67,77,87094,12,0,0,0
0,2,4,12,67,78,211212,0,0,0,0
0,2,4,11,67,79,79797,0,0,0,0
0,2,4,12,67,72,174572,0,0,0,0
0,2,4,11,67,81,128316,0,0,0,0
0,2,4,11,67,72,167779,0,0,0,0
0,2,4,11,67,70,167124,0,0,0,0
0,2,4,11,67,70,171554,0,0,0,0
0,2,4,11,67,79,140364,0,0,0,0
0,2,4,12,67,84,102916,0,15255,0,0
0,2,4,12,67,85,125081,0,0,0,0
0,2,4,11,67,78,140116,0,0,0,0
0,2,4,12,67,81,195994,0,0,0,0
0,2,4,12,67,78,214106,0,2830,0,0
0,2,4,12,67,77,155355,0,0,0,0
0,2,4,11,67,77,113973,0,0,0,0
0,2,4,11,67,74,113858,0,0,0,0
0,2,4,11,67,71,143498,0,0,0,0
0,2,4,11,67,74,51292,0,0,0,0
0,2,4,11,67,69,111526,0,0,0,0
0,2,4,12,67,73,149522,0,0,0,0
0,2,4,12,67,75,137428,0,2830,0,0
0,2,4,12,67,78,108956,0,0,0,0
0,2,4,12,67,75,157891,0,0,0,0
0,2,4,12,67,77,86086,0,0,0,0
0,2,4,11,67,84,164618,0,0,0,0
0,2,4,11,67,77,115133,0,0,0,0
0,2,4,12,67,81,142580,0,0,0,0
0,2,4,11,67,85,137333,0,0,0,0
0,2,4,11,67,73,100519,0,0,0,0
0,2,4,11,67,90,76216,0,0,0,0
0,2,4,12,67,71,91556,0,0,0,0
0,2,4,12,67,70,123105,0,0,0,0
0,1,4,11,132,60,245547,0,11834,0,0
0,2,4,14,67,73,148233,0,13431,0,0
0,2,4,12,67,74,131146,0,0,0,0
0,2,4,12,67,82,167869,0,0,0,0
0,2,4,12,67,74,136884,0,0,0,0
0,2,4,12,67,74,155830,0,0,0,0
0,2,4,14,67,72,160034,0,17953,0,0
0,2,4,12,67,73,62763,0,2508,0,0
0,2,4,11,67,86,156001,0,0,0,0
0,2,4,11,67,71,226606,0,0,0,0
0,2,4,11,67,94,162801,0,0,0,0
0,2,4,11,67,71,101182,0,0,0,0
0,2,4,14,67,81,95792,0,10212,0,0
0,2,4,12,67,73,129711,0,0,0,0
0,2,4,14,67,76,109013,0,9120,0,0
0,2,4,13,67,73,80104,12,0,0,0
0,2,4,13,67,77,111269,12,0,0,0
0,2,4,11,67,83,163298,0,0,0,0
0,2,4,12,67,70,162302,0,0,0,0
0,2,4,11,67,81,139881,0,0,0,0
0,2,4,13,67,69,107099,12,0,0,0
0,2,4,11,67,78,138626,0,0,0,0
0,2,4,11,67,83,166936,0,0,0,0
0,2,4,12,67,74,94894,0,0,0,0
0,2,4,11,67,83,159509,0,0,0,0
0,2,4,14,67,75,121772,0,15025,0,0
0,2,4,12,67,75,106452,0,0,0,0
0,2,4,12,67,75,190224,0,2934,0,0
0,2,4,11,67,75,148161,0,0,0,0
0,2,4,11,67,83,156023,0,0,0,0
0,2,4,11,67,72,85472,0,0,0,0
0,2,4,12,67,73,97158,0,0,0,0
0,2,4,11,67,82,135430,0,0,0,0
0,2,4,12,67,78,161464,0,0,0,0
